area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1280,2.0,1.0,621.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1200,2.0,0.0,855.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1025,2.0,2.0,324.0
Super built-up  Area,17-Jun,Ajah,2 BHK,General Lagos Estate,1108,2.0,1.0,567.0
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,1200,5.0,,1530.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,3045,3.0,2.0,1530.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,2900,3.0,2.0,2700.0
Super built-up  Area,Ready To Move,Alimosho,3 BHK,General Lagos Estate,1500,3.0,2.0,679.5
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1295,2.0,2.0,395.09999999999997
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1162,2.0,1.0,539.1
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1035,2.0,2.0,442.8
Built-up  Area,Ready To Move,Ajah,4 Bedroom,General Lagos Estate,1600,4.0,0.0,475.2
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1464,3.0,2.0,414.0
Super built-up  Area,18-Oct,Other Lagos Areas,3 BHK,General Lagos Estate,1866,2.0,2.0,554.22
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,700,1.0,1.0,234.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1804,3.0,2.0,1080.0
Super built-up  Area,Ready To Move,Sangotedo,2 BHK,General Lagos Estate,913,2.0,1.0,288.0
Super built-up  Area,21-Dec,Other Lagos Areas,3 BHK,General Lagos Estate,1868,3.0,2.0,1179.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,883,2.0,1.0,405.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,900,2.0,1.0,990.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1664,2.0,3.0,665.5500000000001
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2026,3.0,2.0,1188.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1210,2.0,1.0,728.1
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,4111,4.0,2.0,2250.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1762,3.0,3.0,823.0500000000001
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1252,3.0,3.0,495.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,861,2.0,1.0,310.5
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1420,2.0,1.0,900.0
Plot  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,1450,6.0,0.0,2250.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1490,3.0,1.0,709.1999999999999
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1075,2.0,1.0,414.0
Super built-up  Area,18-Aug,Other Lagos Areas,3 BHK,General Lagos Estate,1425,2.0,2.0,846.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1200,2.0,1.0,360.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1280,2.0,2.0,504.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1084,2.0,2.0,450.0
Super built-up  Area,18-Jul,Other Lagos Areas,2 BHK,General Lagos Estate,1015,2.0,2.0,232.92
Super built-up  Area,21-May,Other Lagos Areas,2 BHK,General Lagos Estate,1017,2.0,1.0,461.25
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1027,2.0,2.0,396.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1069,2.0,2.0,405.0
Super built-up  Area,Ready To Move,Eko Atlantic,2 BHK,General Lagos Estate,1349,2.0,1.0,883.8000000000001
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1005,2.0,1.0,450.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1417,2.0,3.0,675.0
Plot  Area,18-Jan,Other Lagos Areas,3 Bedroom,General Lagos Estate,1475,3.0,1.0,882.0
Carpet  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,950,2.0,2.0,423.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,2000,4.0,0.0,1080.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,880,3.0,1.0,1260.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,1863,3.0,2.0,936.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1010,2.0,1.0,265.5
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1425,2.0,1.0,630.0
Super built-up  Area,Ready To Move,Alimosho,3 BHK,General Lagos Estate,1450,3.0,0.0,900.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1847,3.0,2.0,945.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1100,2.0,3.0,405.0
Super built-up  Area,20-Dec,Other Lagos Areas,1 BHK,General Lagos Estate,525,1.0,1.0,234.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1665,3.0,2.0,855.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,1664,4.0,3.0,585.0
Super built-up  Area,Ready To Move,Agege,3 BHK,General Lagos Estate,1850,3.0,3.0,1350.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1438,2.0,3.0,900.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1560,3.0,3.0,1035.0
Super built-up  Area,18-Apr,Festac,2 BHK,General Lagos Estate,1350,2.0,1.0,499.95
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1550,3.0,3.0,603.0
Super built-up  Area,18-Apr,Other Lagos Areas,2 BHK,General Lagos Estate,1140,2.0,2.0,418.5
Plot  Area,Ready To Move,Other Lagos Areas,5 Bedroom,General Lagos Estate,1200,5.0,2.0,1620.0
Super built-up  Area,18-Dec,Other Lagos Areas,2 BHK,General Lagos Estate,850,2.0,2.0,243.0
Super built-up  Area,Ready To Move,Lekki,2 BHK,General Lagos Estate,1280,2.0,2.0,675.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1170,2.0,2.0,468.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1113,2.0,1.0,459.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1385,2.0,1.0,747.8100000000001
Super built-up  Area,18-Apr,Ajah,2 BHK,General Lagos Estate,1128,2.0,1.0,585.0
Plot  Area,Ready To Move,Yaba,2 Bedroom,General Lagos Estate,1200,2.0,2.0,1152.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1200,4.0,3.0,1485.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2390,3.0,2.0,3735.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,2400,4.0,1.0,3600.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1464,3.0,2.0,504.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1200,2.0,2.0,495.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1200,2.0,2.0,468.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1150,2.0,1.0,495.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1645,3.0,2.0,855.0
Super built-up  Area,20-Mar,Other Lagos Areas,2 BHK,General Lagos Estate,1000,2.0,1.0,603.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,2650,4.0,2.0,1782.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1192,2.0,2.0,666.0
Super built-up  Area,Ready To Move,Ikeja GRA,3 BHK,General Lagos Estate,2135,3.0,2.0,1935.0
Super built-up  Area,19-Dec,Lekki,2 BHK,General Lagos Estate,1173,2.0,1.0,522.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1020,2.0,2.0,405.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,3122,6.0,2.0,2070.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1600,3.0,3.0,576.0
Plot  Area,18-Mar,Other Lagos Areas,2 Bedroom,General Lagos Estate,1200,2.0,0.0,711.0
Carpet  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1230,2.0,3.0,432.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1250,2.0,2.0,360.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1325,2.0,2.0,684.0
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1850,3.0,1.0,1350.0
Super built-up  Area,21-Dec,Other Lagos Areas,1 BHK,General Lagos Estate,525,,,193.77
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1200,2.0,2.0,585.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,1350,2.0,0.0,1260.0
Super built-up  Area,18-Jun,Other Lagos Areas,3 BHK,General Lagos Estate,1260,3.0,1.0,444.24
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1800,3.0,0.0,1350.0
Plot  Area,18-Dec,Other Lagos Areas,3 Bedroom,General Lagos Estate,11,3.0,2.0,666.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1100,2.0,1.0,389.25
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1508,2.0,1.0,693.0
Carpet  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1592,3.0,2.0,675.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1388,2.0,3.0,513.0
Super built-up  Area,18-May,Other Lagos Areas,1 BHK,General Lagos Estate,630,1.0,1.0,255.15
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,2000,3.0,2.0,3285.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1762,3.0,1.0,1125.0
Super built-up  Area,21-Dec,Other Lagos Areas,2 BHK,General Lagos Estate,950,2.0,2.0,450.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,3252,5.0,3.0,3015.0
Super built-up  Area,18-Aug,Other Lagos Areas,2 BHK,General Lagos Estate,1116,2.0,1.0,450.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1308,2.0,2.0,801.36
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1200,3.0,0.0,810.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1500,4.0,2.0,2070.0
Built-up  Area,Ready To Move,Other Lagos Areas,1 BHK,General Lagos Estate,500,1.0,1.0,166.5
Super built-up  Area,Ready To Move,Iyana Ipaja,2 BHK,General Lagos Estate,1075,2.0,1.0,468.0
Super built-up  Area,18-Mar,Other Lagos Areas,1 BHK,General Lagos Estate,530,1.0,0.0,104.94
Built-up  Area,Ready To Move,Abule,2 BHK,General Lagos Estate,1205,2.0,3.0,594.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1075,2.0,2.0,540.0
Built-up  Area,Ready To Move,Ebute Metta,2 BHK,General Lagos Estate,930,2.0,2.0,351.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1380,2.0,1.0,540.0
Super built-up  Area,Ready To Move,Eko Atlantic,4 BHK,General Lagos Estate,2483,5.0,2.0,1908.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1166,2.0,2.0,495.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1050,2.0,1.0,585.0
Super built-up  Area,19-Mar,Other Lagos Areas,3 BHK,General Lagos Estate,2023.71,3.0,2.0,2475.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1200,2.0,2.0,421.2
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1600,2.0,1.0,972.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1935,3.0,2.0,990.0
Super built-up  Area,18-May,Other Lagos Areas,1 BHK,General Lagos Estate,451,1.0,0.0,269.09999999999997
Super built-up  Area,Ready To Move,Ajah,3 BHK,General Lagos Estate,1800,3.0,2.0,855.0
Super built-up  Area,18-May,Other Lagos Areas,3 BHK,General Lagos Estate,1400,3.0,0.0,693.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1801,3.0,2.0,1035.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1451,2.0,,810.0
Plot  Area,19-Jan,Other Lagos Areas,2 Bedroom,General Lagos Estate,1200,1.0,1.0,324.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1160,2.0,2.0,396.0
Built-up  Area,Ready To Move,Mowe,2 BHK,General Lagos Estate,1000,2.0,1.0,225.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,950,2.0,1.0,360.0
Built-up  Area,20-Dec,Other Lagos Areas,3 BHK,General Lagos Estate,1629,3.0,2.0,711.0
Built-up  Area,Ready To Move,Alimosho,3 BHK,General Lagos Estate,1580,2.0,0.0,1206.0
Super built-up  Area,21-Jun,Alimosho,3 BHK,General Lagos Estate,1826,3.0,2.0,1089.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1245,2.0,1.0,846.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1145,2.0,2.0,412.11
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,825,2.0,1.0,297.0
Super built-up  Area,18-Aug,Other Lagos Areas,3 BHK,General Lagos Estate,1693,3.0,3.0,972.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1113.27,2.0,2.0,477.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1460,2.0,1.0,522.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1050,2.0,1.0,288.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1260,2.0,2.0,495.0
Super built-up  Area,Ready To Move,Other Lagos Areas,6 BHK,General Lagos Estate,700,3.0,,1080.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1656,2.0,1.0,1080.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1208,3.0,1.0,405.0
Super built-up  Area,Ready To Move,Lekki,3 BHK,General Lagos Estate,1910,3.0,2.0,1449.0
Super built-up  Area,Ready To Move,Lekki,4 BHK,General Lagos Estate,3252,4.0,1.0,2070.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1200,2.0,1.0,585.0
Super built-up  Area,Ready To Move,Other Lagos Areas,4 BHK,General Lagos Estate,1200,4.0,1.0,1575.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1175,2.0,1.0,738.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1000,2.0,0.0,1485.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1200,2.0,0.0,1125.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2390,3.0,2.0,3690.0
Super built-up  Area,19-Jan,Other Lagos Areas,7 BHK,General Lagos Estate,12000,6.0,3.0,19800.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,550,1.0,1.0,558.0
Super built-up  Area,Ready To Move,Mowe,1 BHK,General Lagos Estate,34.46Sq. Meter,1.0,0.0,166.5
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1185,2.0,,342.0
Super built-up  Area,Ready To Move,Mowe,2 BHK,General Lagos Estate,750,2.0,1.0,342.0
Plot  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,1200,7.0,3.0,2250.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1550,3.0,3.0,580.5
Built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1760,3.0,2.0,792.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1125,2.0,2.0,558.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,1350,3.0,2.0,1350.0
Plot  Area,17-Dec,Other Lagos Areas,2 Bedroom,General Lagos Estate,1000,2.0,1.0,495.0
Built-up  Area,18-Aug,Other Lagos Areas,2 BHK,General Lagos Estate,1090,2.0,2.0,283.32
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1200,2.0,0.0,540.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1991,4.0,2.0,927.0
Super built-up  Area,18-Oct,Other Lagos Areas,2 BHK,General Lagos Estate,1060,2.0,1.0,238.5
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1105,2.0,1.0,675.0
Built-up  Area,Ready To Move,Ojota,2 BHK,General Lagos Estate,985,2.0,2.0,603.0
Plot  Area,Ready To Move,Other Lagos Areas,6 Bedroom,General Lagos Estate,1533,5.0,3.0,765.0
Super built-up  Area,17-Jul,Other Lagos Areas,3 BHK,General Lagos Estate,1590,3.0,2.0,711.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1120,2.0,2.0,495.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1069,2.0,1.0,495.0
Super built-up  Area,Ready To Move,Yaba,3 BHK,General Lagos Estate,1933,3.0,2.0,1260.0
Built-up  Area,16-Mar,Other Lagos Areas,2 BHK,General Lagos Estate,1194,2.0,0.0,621.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1150,2.0,3.0,621.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1240,2.0,2.0,424.08
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1419,2.0,2.0,432.90000000000003
Plot  Area,Ready To Move,Other Lagos Areas,8 Bedroom,General Lagos Estate,1200,8.0,,2250.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2150,4.0,,2160.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1450,3.0,2.0,495.0
Super built-up  Area,18-Jul,Other Lagos Areas,3 BHK,General Lagos Estate,1630,3.0,2.0,614.61
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,708,1.0,1.0,360.0
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,1000,4.0,3.0,990.0
Plot  Area,Ready To Move,Lekki,4 Bedroom,General Lagos Estate,11890,4.0,3.0,6300.0
Super built-up  Area,Ready To Move,Abule,2 BHK,General Lagos Estate,1250,2.0,1.0,684.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1400,2.0,1.0,855.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1670,2.0,3.0,513.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1750,3.0,2.0,900.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1404,2.0,1.0,639.0
Super built-up  Area,Ready To Move,Ojota,3 BHK,General Lagos Estate,1715,2.0,2.0,855.0
Built-up  Area,18-Apr,Ajah,1 BHK,General Lagos Estate,630,1.0,1.0,311.84999999999997
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1752.12,3.0,2.0,1215.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1650,3.0,2.0,702.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1295,2.0,1.0,499.23
Plot  Area,Ready To Move,Other Lagos Areas,3 Bedroom,General Lagos Estate,1800,3.0,2.0,2268.0
Super built-up  Area,18-Sep,Other Lagos Areas,2 BHK,General Lagos Estate,1346,2.0,1.0,666.27
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1200,4.0,2.0,1800.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1150,2.0,2.0,495.0
Built-up  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,3309,4.0,3.0,2925.0
Super built-up  Area,18-May,Other Lagos Areas,3 BHK,General Lagos Estate,1190,2.0,2.0,273.15000000000003
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1620,3.0,2.0,882.0
Super built-up  Area,18-Apr,Yaba,2 BHK,General Lagos Estate,950,2.0,1.0,422.64
Super built-up  Area,Ready To Move,Other Lagos Areas,11 BHK,General Lagos Estate,5000,9.0,3.0,3240.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,2450,3.0,0.0,1080.0
Super built-up  Area,18-May,Other Lagos Areas,3 BHK,General Lagos Estate,1220,2.0,1.0,317.07
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,850,2.0,1.0,270.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1020,2.0,2.0,567.0
Built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1100,2.0,2.0,450.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1150,2.0,2.0,1134.0
Super built-up  Area,18-Dec,Eko Atlantic,3 BHK,General Lagos Estate,1760,2.0,2.0,1170.0
Super built-up  Area,Ready To Move,Other Lagos Areas,3 BHK,General Lagos Estate,1800,3.0,3.0,990.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,1070,2.0,1.0,486.0
Plot  Area,Ready To Move,Other Lagos Areas,4 Bedroom,General Lagos Estate,1500,4.0,2.0,1980.0
Plot  Area,Ready To Move,Other Lagos Areas,2 Bedroom,General Lagos Estate,1440,2.0,0.0,855.0
Super built-up  Area,Ready To Move,Other Lagos Areas,2 BHK,General Lagos Estate,900,2.0,1.0,360.0
